continent,Year,life,Entity
OC,2008,77.5,Wallis and Futuna
OC,2008,77.2,Guam
OC,2009,80.7,French Polynesia
OC,2009,80.6,New Zealand
OC,2009,77.5,Northern Mariana Islands
OC,2009,77.2,Wallis and Futuna
OC,2009,77.1,Guam
OC,2010,81.1,New Zealand
OC,2010,81.0,French Polynesia
OC,2010,77.4,Northern Mariana Islands
OC,2010,76.9,Guam
OC,2010,75.5,Wallis and Futuna
OC,2011,81.4,French Polynesia
OC,2011,80.9,New Zealand
OC,2011,77.6,Wallis and Futuna
OC,2011,77.3,Northern Mariana Islands
OC,2011,76.9,Guam
OC,2012,81.8,French Polynesia
OC,2012,81.2,New Zealand
OC,2012,77.5,Wallis and Futuna
OC,2012,77.1,Northern Mariana Islands
OC,2012,76.7,Guam
OC,2013,82.0,French Polynesia
OC,2013,81.7,New Zealand
OC,2013,77.0,Northern Mariana Islands
OC,2013,76.8,Wallis and Futuna
OC,2013,76.7,Guam
OC,2014,82.2,French Polynesia
OC,2014,81.8,New Zealand
OC,2014,77.6,Wallis and Futuna
OC,2014,76.9,Northern Mariana Islands
OC,2014,76.7,Guam
OC,2015,82.4,French Polynesia
OC,2015,82.0,New Zealand
OC,2015,78.0,Wallis and Futuna
OC,2015,76.8,Northern Mariana Islands
OC,2015,76.6,Guam
OC,2016,82.5,French Polynesia
OC,2016,82.1,New Zealand
OC,2016,78.3,Wallis and Futuna
OC,2016,76.9,Guam
OC,2016,76.8,Northern Mariana Islands
OC,2017,82.6,French Polynesia
OC,2017,82.2,New Zealand
OC,2017,77.5,Wallis and Futuna
OC,2017,77.2,Guam
OC,2017,76.8,Northern Mariana Islands
OC,2018,82.8,French Polynesia
OC,2018,82.4,New Zealand
OC,2018,77.9,Wallis and Futuna
OC,2018,77.4,Guam
OC,2018,76.8,Northern Mariana Islands
OC,2019,83.0,French Polynesia
OC,2019,82.6,New Zealand
OC,2019,79.6,Wallis and Futuna
OC,2019,77.7,Guam
OC,2019,77.1,Northern Mariana Islands
OC,2020,82.7,New Zealand
OC,2020,82.2,French Polynesia
OC,2020,78.8,Wallis and Futuna
OC,2020,77.2,Northern Mariana Islands
OC,2020,76.6,Guam
OC,2021,82.5,New Zealand
OC,2021,79.5,French Polynesia
OC,2021,78.4,Wallis and Futuna
OC,2021,77.2,Northern Mariana Islands
OC,2021,76.7,Guam
SA,1991,73.6,Chile
SA,1991,73.3,Uruguay
SA,1991,73.1,Aruba
SA,1991,72.3,Argentina
SA,1991,71.8,Venezuela
SA,1992,74.1,Chile
SA,1992,73.4,Uruguay
SA,1992,73.2,Aruba
SA,1992,72.4,Argentina
SA,1992,71.8,Venezuela
SA,1993,74.2,Chile
SA,1993,73.6,Uruguay
SA,1993,73.2,Aruba
SA,1993,72.6,Argentina
SA,1993,71.9,Venezuela
SA,1994,74.6,Chile
SA,1994,73.7,Uruguay
SA,1994,73.3,Aruba
SA,1994,73.2,Argentina
SA,1994,71.9,Venezuela
SA,1995,74.6,Chile
SA,1995,73.9,Uruguay
SA,1995,73.3,Aruba
SA,1995,73.1,Argentina
SA,1995,72.1,Venezuela
SA,1996,74.9,Chile
SA,1996,74.1,Uruguay
SA,1996,73.4,Aruba
SA,1996,73.3,Argentina
SA,1996,72.1,Venezuela
SA,1997,75.6,Chile
SA,1997,74.3,Uruguay
SA,1997,73.5,Aruba
SA,1997,73.1,Argentina
SA,1997,72.7,Venezuela
SA,1998,75.7,Chile
SA,1998,74.5,Uruguay
SA,1998,73.5,Argentina
SA,1998,73.5,Aruba
SA,1998,72.7,Venezuela
SA,1999,76.0,Chile
SA,1999,74.8,Uruguay
SA,1999,73.7,Argentina
SA,1999,73.6,Aruba
SA,1999,72.5,Ecuador
SA,2000,76.9,Chile
SA,2000,75.0,Uruguay
SA,2000,73.9,Argentina
SA,2000,73.6,Aruba
SA,2000,72.8,Ecuador
SA,2001,76.8,Chile
SA,2001,75.3,Uruguay
SA,2001,74.2,Argentina
SA,2001,73.6,Aruba
SA,2001,73.2,Ecuador
SA,2002,77.4,Chile
SA,2002,75.5,Uruguay
SA,2002,74.4,Argentina
SA,2002,73.7,Aruba
SA,2002,73.6,Ecuador
SA,2003,77.4,Chile
SA,2003,75.8,Uruguay
SA,2003,74.1,Argentina
SA,2003,74.0,Ecuador
SA,2003,73.8,Aruba
SA,2004,77.6,Chile
SA,2004,76.0,Uruguay
SA,2004,74.9,Argentina
SA,2004,74.3,Ecuador
SA,2004,73.6,Aruba
SA,2005,78.0,Chile
SA,2005,76.2,Uruguay
SA,2005,75.1,Argentina
SA,2005,74.5,Ecuador
SA,2005,73.8,Aruba
SA,2006,78.3,Chile
SA,2006,76.4,Uruguay
SA,2006,75.4,Argentina
SA,2006,74.7,Ecuador
SA,2006,74.0,Aruba
SA,2007,77.8,Chile
SA,2007,76.5,Uruguay
SA,2007,75.0,Argentina
SA,2007,74.8,Ecuador
SA,2007,74.2,Aruba
SA,2008,78.5,Chile
SA,2008,76.6,Uruguay
SA,2008,75.6,Argentina
SA,2008,75.0,Ecuador
SA,2008,74.3,Colombia
SA,2009,78.7,Chile
SA,2009,76.7,Uruguay
SA,2009,75.9,Argentina
SA,2009,75.2,Ecuador
SA,2009,74.7,Colombia
SA,2010,78.5,Chile
SA,2010,76.9,Uruguay
SA,2010,75.7,Argentina
SA,2010,75.4,Aruba
SA,2010,75.4,Ecuador
SA,2011,79.1,Chile
SA,2011,77.0,Uruguay
SA,2011,76.1,Argentina
SA,2011,75.7,Ecuador
SA,2011,75.5,Aruba
SA,2012,79.0,Chile
SA,2012,77.1,Uruguay
SA,2012,76.5,Argentina
SA,2012,76.1,Ecuador
SA,2012,75.6,Colombia
SA,2013,79.3,Chile
SA,2013,77.2,Uruguay
SA,2013,76.5,Argentina
SA,2013,76.4,Ecuador
SA,2013,75.8,Colombia
SA,2014,79.5,Chile
SA,2014,77.4,Uruguay
SA,2014,76.8,Argentina
SA,2014,76.6,Ecuador
SA,2014,76.0,Colombia
SA,2015,79.7,Chile
SA,2015,77.5,Uruguay
SA,2015,76.8,Argentina
SA,2015,76.8,Ecuador
SA,2015,76.3,Colombia
SA,2016,80.1,Chile
SA,2016,77.6,Uruguay
SA,2016,76.8,Ecuador
SA,2016,76.5,Colombia
SA,2016,76.3,Argentina
SA,2017,80.4,Chile
SA,2017,77.6,Uruguay
SA,2017,77.0,Ecuador
SA,2017,76.8,Argentina
SA,2017,76.6,Colombia
SA,2018,80.1,Chile
SA,2018,77.6,Uruguay
SA,2018,77.1,Ecuador
SA,2018,77.0,Argentina
SA,2018,76.7,Colombia
SA,2019,80.3,Chile
SA,2019,77.5,Uruguay
SA,2019,77.3,Argentina
SA,2019,77.3,Ecuador
SA,2019,76.8,Colombia
SA,2020,79.4,Chile
SA,2020,78.4,Uruguay
SA,2020,75.9,Argentina
SA,2020,75.7,Aruba
SA,2020,74.8,Colombia
SA,2021,78.9,Chile
SA,2021,75.4,Argentina
SA,2021,75.4,Uruguay
SA,2021,74.6,Aruba
SA,2021,73.7,Ecuador
WD,1991,64.1,World
WD,1992,64.3,World
WD,1993,64.4,World
WD,1994,64.5,World
WD,1995,64.9,World
WD,1996,65.1,World
WD,1997,65.5,World
WD,1998,65.7,World
WD,1999,66.1,World
WD,2000,66.5,World
WD,2001,66.8,World
WD,2002,67.1,World
WD,2003,67.5,World
WD,2004,67.8,World
WD,2005,68.2,World
WD,2006,68.7,World
WD,2007,69.1,World
WD,2008,69.3,World
WD,2009,69.8,World
WD,2010,70.1,World
WD,2011,70.5,World
WD,2012,70.9,World
WD,2013,71.2,World
WD,2014,71.6,World
WD,2015,71.8,World
WD,2016,72.1,World
WD,2017,72.3,World
WD,2018,72.6,World
WD,2019,72.8,World
WD,2020,72.0,World
WD,2021,71.0,World
